stakeholder_ids,goal_ids,use_case_ids,requirement_id,architecture_element_ids,interface_schema_or_state_ids,adr_ids,task_id,test_id,evidence_artifact
STAKE-005,GOAL-004,UC-002;UC-004,SEC-017,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0605,VT-SEC-017,validation/evidence/VT-SEC-017.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-017,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-017,validation/evidence/VT-SEC-017.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-018,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0107,VT-SEC-018,validation/evidence/VT-SEC-018.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-019,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0502,VT-SEC-019,validation/evidence/VT-SEC-019.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-019,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-019,validation/evidence/VT-SEC-019.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-020,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0502,VT-SEC-020,validation/evidence/VT-SEC-020.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-020,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-020,validation/evidence/VT-SEC-020.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-021,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0502,VT-SEC-021,validation/evidence/VT-SEC-021.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-021,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-021,validation/evidence/VT-SEC-021.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-022,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0604,VT-SEC-022,validation/evidence/VT-SEC-022.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-022,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0801,VT-SEC-022,validation/evidence/VT-SEC-022.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-022,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-022,validation/evidence/VT-SEC-022.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-023,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0601,VT-SEC-023,validation/evidence/VT-SEC-023.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-023,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-023,validation/evidence/VT-SEC-023.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-024,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0604,VT-SEC-024,validation/evidence/VT-SEC-024.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-024,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-024,validation/evidence/VT-SEC-024.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-025,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0104,VT-SEC-025,validation/evidence/VT-SEC-025.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-025,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0107,VT-SEC-025,validation/evidence/VT-SEC-025.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-025,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0308,VT-SEC-025,validation/evidence/VT-SEC-025.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-025,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0502,VT-SEC-025,validation/evidence/VT-SEC-025.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-025,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-025,validation/evidence/VT-SEC-025.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-026,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0303,VT-SEC-026,validation/evidence/VT-SEC-026.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-026,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-026,validation/evidence/VT-SEC-026.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-027,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0001,VT-SEC-027,validation/evidence/VT-SEC-027.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-027,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-027,validation/evidence/VT-SEC-027.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-028,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0803,VT-SEC-028,validation/evidence/VT-SEC-028.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-028,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-028,validation/evidence/VT-SEC-028.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-029,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0803,VT-SEC-029,validation/evidence/VT-SEC-029.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-029,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-029,validation/evidence/VT-SEC-029.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-030,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0808,VT-SEC-030,validation/evidence/VT-SEC-030.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-031,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0808,VT-SEC-031,validation/evidence/VT-SEC-031.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-032,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0808,VT-SEC-032,validation/evidence/VT-SEC-032.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-033,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0808,VT-SEC-033,validation/evidence/VT-SEC-033.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-034,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0808,VT-SEC-034,validation/evidence/VT-SEC-034.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-035,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0809,VT-SEC-035,validation/evidence/VT-SEC-035.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-001,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0308,VT-PRIV-001,validation/evidence/VT-PRIV-001.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-001,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-001,validation/evidence/VT-PRIV-001.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-002,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0308,VT-PRIV-002,validation/evidence/VT-PRIV-002.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-002,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-002,validation/evidence/VT-PRIV-002.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-003,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0308,VT-PRIV-003,validation/evidence/VT-PRIV-003.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-003,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-003,validation/evidence/VT-PRIV-003.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-004,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-004,validation/evidence/VT-PRIV-004.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-005,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0309,VT-PRIV-005,validation/evidence/VT-PRIV-005.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-005,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0504,VT-PRIV-005,validation/evidence/VT-PRIV-005.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-006,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-006,validation/evidence/VT-PRIV-006.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-007,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0106,VT-PRIV-007,validation/evidence/VT-PRIV-007.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-007,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0601,VT-PRIV-007,validation/evidence/VT-PRIV-007.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-008,ARC-SECRET;ARC-REPORT-HTML,IF-ACTION,,TASK-0606,VT-PRIV-008,validation/evidence/VT-PRIV-008.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-008,ARC-SECRET;ARC-REPORT-HTML,IF-ACTION,,TASK-0801,VT-PRIV-008,validation/evidence/VT-PRIV-008.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-009,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0501,VT-PRIV-009,validation/evidence/VT-PRIV-009.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-009,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0701,VT-PRIV-009,validation/evidence/VT-PRIV-009.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-010,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0311,VT-PRIV-010,validation/evidence/VT-PRIV-010.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-010,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0803,VT-PRIV-010,validation/evidence/VT-PRIV-010.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-011,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0803,VT-PRIV-011,validation/evidence/VT-PRIV-011.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-012,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0002,VT-PRIV-012,validation/evidence/VT-PRIV-012.json
STAKE-005,GOAL-004,UC-004;UC-007;UC-008,PRIV-012,ARC-SECRET;ARC-REPORT-HTML,ARC-SECRET;ARC-REPORT-HTML,,TASK-0806,VT-PRIV-012,validation/evidence/VT-PRIV-012.json
STAKE-004,GOAL-003,UC-005,REL-001,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-004,TASK-0309,VT-REL-001,validation/evidence/VT-REL-001.json
STAKE-004,GOAL-003,UC-005,REL-001,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-004,TASK-0806,VT-REL-001,validation/evidence/VT-REL-001.json
STAKE-004,GOAL-003,UC-005,REL-002,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0206,VT-REL-002,validation/evidence/VT-REL-002.json
STAKE-004,GOAL-003,UC-005,REL-002,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0806,VT-REL-002,validation/evidence/VT-REL-002.json
STAKE-004,GOAL-003,UC-005,REL-003,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0308,VT-REL-003,validation/evidence/VT-REL-003.json
STAKE-004,GOAL-003,UC-005,REL-003,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0309,VT-REL-003,validation/evidence/VT-REL-003.json
STAKE-004,GOAL-003,UC-005,REL-004,ARC-RECOVERY;ARC-JOURNAL,IF-SCHED,ADR-004,TASK-0207,VT-REL-004,validation/evidence/VT-REL-004.json
STAKE-004,GOAL-003,UC-005,REL-004,ARC-RECOVERY;ARC-JOURNAL,IF-SCHED,ADR-004,TASK-0801,VT-REL-004,validation/evidence/VT-REL-004.json
STAKE-004,GOAL-003,UC-005,REL-005,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0509,VT-REL-005,validation/evidence/VT-REL-005.json
STAKE-004,GOAL-003,UC-005,REL-006,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0207,VT-REL-006,validation/evidence/VT-REL-006.json
STAKE-004,GOAL-003,UC-005,REL-006,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-009,TASK-0309,VT-REL-006,validation/evidence/VT-REL-006.json
STAKE-004,GOAL-003,UC-005,REL-007,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-008,TASK-0207,VT-REL-007,validation/evidence/VT-REL-007.json
STAKE-004,GOAL-003,UC-005,REL-007,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,ADR-008,TASK-0801,VT-REL-007,validation/evidence/VT-REL-007.json
STAKE-004,GOAL-003,UC-005,REL-008,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0203,VT-REL-008,validation/evidence/VT-REL-008.json
STAKE-004,GOAL-003,UC-005,REL-008,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0309,VT-REL-008,validation/evidence/VT-REL-008.json
STAKE-004,GOAL-003,UC-005,REL-008,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0806,VT-REL-008,validation/evidence/VT-REL-008.json
STAKE-004,GOAL-003,UC-005,REL-009,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0501,VT-REL-009,validation/evidence/VT-REL-009.json
STAKE-004,GOAL-003,UC-005,REL-009,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0504,VT-REL-009,validation/evidence/VT-REL-009.json
STAKE-004,GOAL-003,UC-005,REL-010,ARC-RECOVERY;ARC-JOURNAL,IF-JOURNAL,ADR-007,TASK-0605,VT-REL-010,validation/evidence/VT-REL-010.json
STAKE-004,GOAL-003,UC-005,REL-010,ARC-RECOVERY;ARC-JOURNAL,IF-JOURNAL,ADR-007,TASK-0806,VT-REL-010,validation/evidence/VT-REL-010.json
STAKE-004,GOAL-003,UC-005,REL-011,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0310,VT-REL-011,validation/evidence/VT-REL-011.json
STAKE-004,GOAL-003,UC-005,REL-011,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0806,VT-REL-011,validation/evidence/VT-REL-011.json
STAKE-004,GOAL-003,UC-005,REL-012,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0204,VT-REL-012,validation/evidence/VT-REL-012.json
STAKE-004,GOAL-003,UC-005,REL-013,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0205,VT-REL-013,validation/evidence/VT-REL-013.json
STAKE-004,GOAL-003,UC-005,REL-013,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0207,VT-REL-013,validation/evidence/VT-REL-013.json
STAKE-004,GOAL-003,UC-005,REL-014,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0110,VT-REL-014,validation/evidence/VT-REL-014.json
STAKE-004,GOAL-003,UC-005,REL-015,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0201,VT-REL-015,validation/evidence/VT-REL-015.json
STAKE-004,GOAL-003,UC-005,REL-015,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0806,VT-REL-015,validation/evidence/VT-REL-015.json
STAKE-004,GOAL-003,UC-005,REL-016,ARC-RECOVERY;ARC-JOURNAL,ARC-RECOVERY;ARC-JOURNAL,,TASK-0806,VT-REL-016,validation/evidence/VT-REL-016.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-001,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,ADR-020,TASK-0807,VT-PERF-001,validation/evidence/VT-PERF-001.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-002,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,ADR-020,TASK-0807,VT-PERF-002,validation/evidence/VT-PERF-002.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-003,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,ADR-020,TASK-0807,VT-PERF-003,validation/evidence/VT-PERF-003.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-004,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0104,VT-PERF-004,validation/evidence/VT-PERF-004.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-004,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0303,VT-PERF-004,validation/evidence/VT-PERF-004.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-005,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0104,VT-PERF-005,validation/evidence/VT-PERF-005.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-005,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0303,VT-PERF-005,validation/evidence/VT-PERF-005.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-006,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0807,VT-PERF-006,validation/evidence/VT-PERF-006.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-007,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0605,VT-PERF-007,validation/evidence/VT-PERF-007.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-007,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0807,VT-PERF-007,validation/evidence/VT-PERF-007.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-008,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,ADR-020,TASK-0310,VT-PERF-008,validation/evidence/VT-PERF-008.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-008,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,ADR-020,TASK-0807,VT-PERF-008,validation/evidence/VT-PERF-008.json
STAKE-006,GOAL-006,UC-004;UC-012,PERF-009,ARC-SCHED;ARC-HTTP,ARC-SCHED;ARC-HTTP,,TASK-0809,VT-PERF-009,validation/evidence/VT-PERF-009.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-001,ARC-PACKAGE,ARC-PACKAGE,ADR-001;ADR-002,TASK-0004,VT-COMPAT-001,validation/evidence/VT-COMPAT-001.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-001,ARC-PACKAGE,ARC-PACKAGE,ADR-001;ADR-002,TASK-0804,VT-COMPAT-001,validation/evidence/VT-COMPAT-001.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-002,ARC-PACKAGE,ARC-PACKAGE,,TASK-0001,VT-COMPAT-002,validation/evidence/VT-COMPAT-002.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-002,ARC-PACKAGE,ARC-PACKAGE,,TASK-0809,VT-COMPAT-002,validation/evidence/VT-COMPAT-002.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-003,ARC-PACKAGE,ARC-PACKAGE,,TASK-0004,VT-COMPAT-003,validation/evidence/VT-COMPAT-003.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-003,ARC-PACKAGE,ARC-PACKAGE,,TASK-0804,VT-COMPAT-003,validation/evidence/VT-COMPAT-003.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-004,ARC-PACKAGE,ARC-PACKAGE,,TASK-0202,VT-COMPAT-004,validation/evidence/VT-COMPAT-004.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-004,ARC-PACKAGE,ARC-PACKAGE,,TASK-0804,VT-COMPAT-004,validation/evidence/VT-COMPAT-004.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-005,ARC-PACKAGE,ARC-PACKAGE,,TASK-0809,VT-COMPAT-005,validation/evidence/VT-COMPAT-005.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-006,ARC-PACKAGE,ARC-PACKAGE,,TASK-0003,VT-COMPAT-006,validation/evidence/VT-COMPAT-006.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-006,ARC-PACKAGE,ARC-PACKAGE,,TASK-0809,VT-COMPAT-006,validation/evidence/VT-COMPAT-006.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-007,ARC-PACKAGE,ARC-PACKAGE,,TASK-0110,VT-COMPAT-007,validation/evidence/VT-COMPAT-007.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-008,ARC-PACKAGE,ARC-PACKAGE,ADR-022,TASK-0109,VT-COMPAT-008,validation/evidence/VT-COMPAT-008.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-008,ARC-PACKAGE,ARC-PACKAGE,ADR-022,TASK-0804,VT-COMPAT-008,validation/evidence/VT-COMPAT-008.json
STAKE-006,GOAL-006,UC-001;UC-012,COMPAT-009,ARC-PACKAGE,ARC-PACKAGE,,TASK-0810,VT-COMPAT-009,validation/evidence/VT-COMPAT-009.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-001,ARC-CLI,ARC-CLI,,TASK-0809,VT-DX-001,validation/evidence/VT-DX-001.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-002,ARC-CLI,ARC-CLI,,TASK-0002,VT-DX-002,validation/evidence/VT-DX-002.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-002,ARC-CLI,ARC-CLI,,TASK-0801,VT-DX-002,validation/evidence/VT-DX-002.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-003,ARC-CLI,ARC-CLI,,TASK-0002,VT-DX-003,validation/evidence/VT-DX-003.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-003,ARC-CLI,ARC-CLI,,TASK-0801,VT-DX-003,validation/evidence/VT-DX-003.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-004,ARC-CLI,ARC-CLI,,TASK-0109,VT-DX-004,validation/evidence/VT-DX-004.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-004,ARC-CLI,ARC-CLI,,TASK-0801,VT-DX-004,validation/evidence/VT-DX-004.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-005,ARC-CLI,ARC-CLI,,TASK-0606,VT-DX-005,validation/evidence/VT-DX-005.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-006,ARC-CLI,ARC-CLI,,TASK-0003,VT-DX-006,validation/evidence/VT-DX-006.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-006,ARC-CLI,ARC-CLI,,TASK-0809,VT-DX-006,validation/evidence/VT-DX-006.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-007,ARC-CLI,ARC-CLI,,TASK-0502,VT-DX-007,validation/evidence/VT-DX-007.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-007,ARC-CLI,ARC-CLI,,TASK-0503,VT-DX-007,validation/evidence/VT-DX-007.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-007,ARC-CLI,ARC-CLI,,TASK-0809,VT-DX-007,validation/evidence/VT-DX-007.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-008,ARC-CLI,ARC-CLI,,TASK-0604,VT-DX-008,validation/evidence/VT-DX-008.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-009,ARC-CLI,ARC-CLI,,TASK-0801,VT-DX-009,validation/evidence/VT-DX-009.json
STAKE-001;STAKE-003,GOAL-006,UC-001;UC-011,DX-010,ARC-CLI,ARC-CLI,,TASK-0809,VT-DX-010,validation/evidence/VT-DX-010.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-001,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-002;ADR-017,TASK-0001,VT-OPS-001,validation/evidence/VT-OPS-001.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-002,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0004,VT-OPS-002,validation/evidence/VT-OPS-002.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-003,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0804,VT-OPS-003,validation/evidence/VT-OPS-003.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-003,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0802,VT-OPS-003,validation/evidence/VT-OPS-003.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-004,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0804,VT-OPS-004,validation/evidence/VT-OPS-004.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-004,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0809,VT-OPS-004,validation/evidence/VT-OPS-004.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-005,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0802,VT-OPS-005,validation/evidence/VT-OPS-005.json
